Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1383.661941837873,0.008832865210734038,-17.78169660047791,-82.14695160493044
1471.284508919283,0.008435440839154516,-18.29942973657029,-82.57157561082275
1564.455912772006,0.008774885129373739,-18.81860223784693,-82.97440289481359
1663.527542205342,0.009073726820906049,-19.3412461181914,-83.37623706872903
1768.8730382772,0.009063004112464667,-19.86471888659955,-83.73656234691117
1880.889703452705,0.008767189113226145,-20.38469160610251,-84.08796056002902
2000,0.01037245448460878,-20.90741756934864,-84.43048246519632
2126.653143274323,0.01011915745036333,-21.42689361105583,-84.73095771283829
2261.326795899277,0.01048748982066078,-21.94892921511305,-85.03371235939539
2404.528869234826,0.01145438851786081,-22.47542257451458,-85.29009534145359
2556.799438926046,0.01282949910102733,-23.0137689249468,-85.5457903160858
2718.712781757051,0.0129081427819233,-23.53235720434317,-85.75675710446042
2890.879541491856,0.01337083884211561,-24.05934889854422,-85.97761674195193
3073.949031870542,0.01428356988381221,-24.5793643197346,-86.22313655952651
3268.611685446275,0.01512760918258711,-25.10462977434615,-86.42898262671532
3475.601657498753,0.01596264626575459,-25.63428543911659,-86.60568801119112
3695.699594844581,0.01596370536473697,-26.16248589081461,-86.82652541415983
3929.735579986936,0.01813768219163996,-26.67769469624487,-86.97812674618297
4178.592261708077,0.0187833223542518,-27.1981424633802,-87.17257484951119
4443.208183911624,0.0198992069559887,-27.71716311292296,-87.33207893045751
4724.581325268926,0.02136364869665289,-28.24494008092068,-87.38202932321606
5023.772863019159,0.02194716621415067,-28.77907136171587,-87.59713267119366
5341.911175117971,0.02417201453281417,-29.2984097068226,-87.73867914301627
5680.196095828428,0.024709167045825,-29.83414366393586,-87.82117732833385
6039.903440804032,0.0253323840914799,-30.37544118296035,-88.0071907575275
6422.389818729647,0.02750142112471711,-30.9111939838104,-88.03069087851785
6829.097747667201,0.0293689041832788,-31.42674375522829,-88.19135412607004
7261.561095402028,0.03188093994652399,-31.97000977919576,-88.21007713796918
7721.410864307622,0.02358804455534714,-32.50469811388301,-88.2973469573238
8210.381342546156,0.03371471342332352,-33.03477356023319,-88.47704149808757
8730.316644803323,0.02574245261335608,-33.58994284280134,-88.56794276988575
9283.177667225555,0.03717334178834988,-34.13842487733643,-88.53137001795301
9871.049482789613,0.03844621978335327,-34.69263896892892,-88.68261134778663
10496.14920499546,0.03884502361124234,-35.22762399376889,-88.67827130667332
11160.83434953993,0.03051030285020857,-35.74098873172157,-88.77932278565392
11867.61172550656,0.03016380446288196,-36.29566048327013,-89.05188045421592
12619.14688960386,0.03414770048719672,-36.82711578451852,-88.85206659229388
13418.27419910822,0.03118785385685327,-37.33128166408371,-88.72738965457899
14268.00750142513,0.04471198058576556,-37.88863365918793,-89.02597307504742
15171.55150058367,0.04830745084781877,-38.45375796714202,-89.50377444595722
16132.31384353227,0.04910024576940342,-39.00878082665934,-88.91283756340528
17153.91797181787,0.05119210837319768,-39.51796812070127,-89.33173813432643
18240.21678711819,0.04420007940298497,-40.06073499792139,-88.96929870543765
19395.30718216499,0.04154158914821612,-40.54721061873269,-89.05589682385943
20623.5454918611,0.05522494681683822,-41.14331235051424,-89.11155813710776
21929.5639228637,0.05717881928161368,-41.67037825384099,-89.38306225490329
23318.28802359664,0.0595505513787849,-42.25979037755511,-89.45435360646405
24794.95526057888,0.059010051677062,-42.69326479675392,-89.6053384582394
26365.13477112815,0.06096902698517867,-43.25926968422237,-89.17407840368685
28034.74836693539,0.06217315793079919,-43.97358731736997,-89.19169494126652
29810.09286772392,0.06376438767781104,-44.41261196590908,-90.61251420170572
31697.86384922229,0.06553101493759737,-44.97639438477623,-89.4321319162612
33705.18089501502,0.05959020780348641,-45.54400180465802,-90.55774977024852
35839.61444750668,0.06537965638479706,-45.78665768185361,-90.58006169684121
38109.21435926492,0.07183204422523297,-46.7027679975713,-88.75370871411705
40522.54025242287,0.06682804969734313,-47.07291108568681,-88.26208262298576
43088.69380063769,0.07378367456378331,-47.73632658264824,-88.197669846534
45817.35305535544,0.07648157630965202,-48.02245132906869,-89.80522134109674
48718.80894584054,0.08114206393330961,-48.58829492816761,-88.94696149421975
51804.00409062651,0.08301337808561562,-49.09021109925349,-90.23222304885746
55084.57406676333,0.08799270281174422,-49.77866007154369,-88.6981049536993
58572.89129250475,0.08863934479636515,-49.93255631924993,-88.5965267973877
62282.11168893517,0.08819317183666478,-50.5620471016637,-89.26427301442429
66226.22429651822,0.09423172045089145,-51.31917189802336,-92.82179520533866
70420.10403369043,0.09847963987049672,-51.87411629345739,-90.97030740986426
74879.56779647621,0.09546199977308446,-52.07441229408195,-89.02727595467204
79621.43411069947,0.09516312773933017,-52.92039062238046,-90.98375003341505
84663.58656176414,0.1050233723778953,-53.46167352558594,-93.35024653610887
90025.04124122673,0.1081553668078104,-53.74498429954144,-87.99959141152763
95726.0184645277,0.09841305494659851,-54.12328887785815,-90.914794386479
101788.0190303618,0.1133938077400946,-54.83478998047733,-91.54618561970243
108233.9053092927,0.1163923630071864,-55.54528862539694,-88.6759361170822
115087.9874674313,0.1168543065641877,-55.86277079674139,-83.56170481145512
122376.1151503644,0.1192324025174389,-56.36028476078376,-90.75845788394872
130125.7749731115,0.116098015982698,-56.98852316635103,-87.24805620406249
138366.1941837873,0.1166934563323888,-57.37381114756749,-94.41250390164242
147128.4508919283,0.1193723345212002,-58.62667160743489,-98.41207447178269
156445.5912772006,0.1136286615725884,-59.00293410689942,-94.11745151303943
166352.7542205342,0.1174276179635762,-58.48092211939137,-90.11327067766956
176887.30382772,0.1120959774137154,-60.16633592324575,-87.51841513381815
188088.9703452703,0.1079821354561532,-60.96181071534147,-96.5274827653768
