Voltage(V),Current(A)
-3.279489151,-0.02581788
-3.279478857,-0.02580368
-3.279468537,-0.025789452
-3.27945819,-0.025775195
-3.279447817,-0.025760909
-3.279437418,-0.025746596
-3.279426992,-0.025732253
-3.279416539,-0.025717882
-3.27940606,-0.025703482
-3.279395554,-0.025689054
-3.279385021,-0.025674597
-3.279374462,-0.025660111
-3.279363875,-0.025645597
-3.279353261,-0.025631053
-3.279342621,-0.025616481
-3.279331953,-0.02560188
-3.279321258,-0.025587251
-3.279310536,-0.025572592
-3.279299786,-0.025557904
-3.279289009,-0.025543188
-3.279278205,-0.025528443
-3.279267373,-0.025513668
-3.279256513,-0.025498865
-3.279245626,-0.025484032
-3.279234712,-0.02546917
-3.279223769,-0.02545428
-3.279212799,-0.02543936
-3.2792018,-0.025424411
-3.279190774,-0.025409432
-3.27917972,-0.025394425
-3.279168637,-0.025379388
-3.279157527,-0.025364322
-3.279146388,-0.025349227
-3.279135221,-0.025334102
-3.279124025,-0.025318948
-3.279112801,-0.025303765
-3.279101549,-0.025288552
-3.279090268,-0.02527331
-3.279078958,-0.025258038
-3.27906762,-0.025242737
-3.279056252,-0.025227406
-3.279044856,-0.025212046
-3.279033431,-0.025196656
-3.279021977,-0.025181236
-3.279010494,-0.025165787
-3.278998982,-0.025150308
-3.278987441,-0.025134799
-3.27897587,-0.025119261
-3.27896427,-0.025103693
-3.278952641,-0.025088095
-3.278940982,-0.025072467
-3.278929294,-0.025056809
-3.278917576,-0.025041122
-3.278905828,-0.025025405
-3.27889405,-0.025009657
-3.278882243,-0.02499388
-3.278870406,-0.024978073
-3.278858538,-0.024962236
-3.278846641,-0.024946368
-3.278834714,-0.024930471
-3.278822756,-0.024914543
-3.278810768,-0.024898586
-3.27879875,-0.024882598
-3.278786701,-0.02486658
-3.278774621,-0.024850532
-3.278762511,-0.024834453
-3.278750371,-0.024818345
-3.2787382,-0.024802206
-3.278725997,-0.024786036
-3.278713764,-0.024769837
-3.2787015,-0.024753607
-3.278689205,-0.024737346
-3.278676879,-0.024721055
-3.278664522,-0.024704734
-3.278652133,-0.024688382
-3.278639713,-0.024672
-3.278627262,-0.024655587
-3.278614779,-0.024639143
-3.278602264,-0.024622669
-3.278589718,-0.024606164
-3.27857714,-0.024589629
-3.27856453,-0.024573062
-3.278551888,-0.024556465
-3.278539214,-0.024539838
-3.278526508,-0.024523179
-3.27851377,-0.02450649
-3.278501,-0.02448977
-3.278488198,-0.024473019
-3.278475363,-0.024456237
-3.278462495,-0.024439424
-3.278449595,-0.024422581
-3.278436662,-0.024405706
-3.278423697,-0.0243888
-3.278410699,-0.024371864
-3.278397668,-0.024354896
-3.278384604,-0.024337897
-3.278371506,-0.024320867
-3.278358376,-0.024303806
-3.278345212,-0.024286713
-3.278332016,-0.02426959
-3.278318785,-0.024252435
-3.278305521,-0.024235249
-3.278292224,-0.024218032
-3.278278893,-0.024200783
-3.278265528,-0.024183503
-3.278252129,-0.024166192
-3.278238697,-0.024148849
-3.27822523,-0.024131475
-3.278211729,-0.024114069
-3.278198194,-0.024096632
-3.278184625,-0.024079163
-3.278171022,-0.024061663
-3.278157383,-0.024044131
-3.278143711,-0.024026568
-3.278130003,-0.024008973
-3.278116261,-0.023991346
-3.278102485,-0.023973688
-3.278088673,-0.023955998
-3.278074826,-0.023938276
-3.278060944,-0.023920522
-3.278047027,-0.023902737
-3.278033075,-0.02388492
-3.278019087,-0.023867071
-3.278005063,-0.02384919
-3.277991005,-0.023831277
-3.27797691,-0.023813332
-3.27796278,-0.023795355
-3.277948614,-0.023777346
-3.277934412,-0.023759306
-3.277920173,-0.023741233
-3.277905899,-0.023723128
-3.277891589,-0.023704991
-3.277877242,-0.023686822
-3.277862858,-0.02366862
-3.277848439,-0.023650387
-3.277833982,-0.023632121
-3.277819489,-0.023613823
-3.277804959,-0.023595493
-3.277790392,-0.02357713
-3.277775788,-0.023558735
-3.277761147,-0.023540308
-3.277746468,-0.023521848
-3.277731753,-0.023503356
-3.277717,-0.023484832
-3.277702209,-0.023466275
-3.277687381,-0.023447685
-3.277672514,-0.023429063
-3.277657611,-0.023410409
-3.277642669,-0.023391721
-3.277627689,-0.023373002
-3.277612671,-0.023354249
-3.277597614,-0.023335464
-3.27758252,-0.023316646
-3.277567387,-0.023297796
-3.277552215,-0.023278912
-3.277537004,-0.023259996
-3.277521755,-0.023241047
-3.277506467,-0.023222066
-3.27749114,-0.023203051
-3.277475774,-0.023184004
-3.277460368,-0.023164923
-3.277444923,-0.02314581
-3.277429439,-0.023126663
-3.277413915,-0.023107484
-3.277398352,-0.023088272
-3.277382748,-0.023069026
-3.277367105,-0.023049748
-3.277351422,-0.023030436
-3.277335699,-0.023011091
-3.277319935,-0.022991713
-3.277304131,-0.022972302
-3.277288287,-0.022952857
-3.277272402,-0.02293338
-3.277256477,-0.022913869
-3.27724051,-0.022894324
-3.277224503,-0.022874747
-3.277208455,-0.022855136
-3.277192365,-0.022835491
-3.277176235,-0.022815813
-3.277160063,-0.022796102
-3.277143849,-0.022776357
-3.277127594,-0.022756579
-3.277111297,-0.022736767
-3.277094958,-0.022716921
-3.277078577,-0.022697042
-3.277062154,-0.02267713
-3.277045689,-0.022657183
-3.277029182,-0.022637203
-3.277012632,-0.022617189
-3.276996039,-0.022597142
-3.276979404,-0.022577061
-3.276962726,-0.022556946
-3.276946005,-0.022536797
-3.276929241,-0.022516614
-3.276912433,-0.022496397
-3.276895583,-0.022476147
-3.276878689,-0.022455862
-3.276861751,-0.022435544
-3.276844769,-0.022415191
-3.276827744,-0.022394805
-3.276810675,-0.022374385
-3.276793561,-0.02235393
-3.276776404,-0.022333441
-3.276759202,-0.022312918
-3.276741955,-0.022292361
-3.276724664,-0.02227177
-3.276707328,-0.022251145
-3.276689947,-0.022230485
-3.276672521,-0.022209791
-3.27665505,-0.022189063
-3.276637534,-0.022168301
-3.276619972,-0.022147504
-3.276602365,-0.022126673
-3.276584711,-0.022105807
-3.276567012,-0.022084907
-3.276549268,-0.022063972
-3.276531476,-0.022043003
-3.276513639,-0.022021999
-3.276495755,-0.022000961
-3.276477825,-0.021979889
-3.276459848,-0.021958781
-3.276441824,-0.021937639
-3.276423753,-0.021916462
-3.276405635,-0.021895251
-3.27638747,-0.021874005
-3.276369258,-0.021852724
-3.276350997,-0.021831409
-3.27633269,-0.021810058
-3.276314334,-0.021788673
-3.27629593,-0.021767253
-3.276277478,-0.021745798
-3.276258978,-0.021724308
-3.27624043,-0.021702783
-3.276221832,-0.021681223
-3.276203186,-0.021659628
-3.276184492,-0.021637999
-3.276165748,-0.021616334
-3.276146955,-0.021594634
-3.276128112,-0.021572898
-3.27610922,-0.021551128
-3.276090279,-0.021529323
-3.276071288,-0.021507482
-3.276052246,-0.021485606
-3.276033155,-0.021463695
-3.276014013,-0.021441749
-3.275994821,-0.021419767
-3.275975578,-0.02139775
-3.275956284,-0.021375698
-3.27593694,-0.02135361
-3.275917544,-0.021331487
-3.275898097,-0.021309328
-3.275878599,-0.021287134
-3.275859049,-0.021264904
-3.275839447,-0.021242639
-3.275819794,-0.021220338
-3.275800088,-0.021198002
-3.27578033,-0.02117563
-3.27576052,-0.021153223
-3.275740657,-0.021130779
-3.275720741,-0.0211083
-3.275700773,-0.021085786
-3.275680751,-0.021063235
-3.275660676,-0.021040649
-3.275640548,-0.021018027
-3.275620366,-0.020995369
-3.27560013,-0.020972676
-3.27557984,-0.020949946
-3.275559496,-0.02092718
-3.275539098,-0.020904379
-3.275518645,-0.020881542
-3.275498138,-0.020858668
-3.275477576,-0.020835759
-3.275456958,-0.020812813
-3.275436286,-0.020789831
-3.275415558,-0.020766814
-3.275394774,-0.02074376
-3.275373935,-0.02072067
-3.27535304,-0.020697543
-3.275332088,-0.020674381
-3.27531108,-0.020651182
-3.275290016,-0.020627947
-3.275268895,-0.020604676
-3.275247717,-0.020581368
-3.275226482,-0.020558024
-3.27520519,-0.020534643
-3.27518384,-0.020511227
-3.275162432,-0.020487773
-3.275140967,-0.020464283
-3.275119444,-0.020440757
-3.275097862,-0.020417194
-3.275076222,-0.020393595
-3.275054523,-0.020369959
-3.275032765,-0.020346286
-3.275010948,-0.020322577
-3.274989072,-0.020298831
-3.274967137,-0.020275049
-3.274945141,-0.020251229
-3.274923086,-0.020227373
-3.274900971,-0.02020348
-3.274878796,-0.020179551
-3.274856559,-0.020155584
-3.274834263,-0.020131581
-3.274811905,-0.02010754
-3.274789486,-0.020083463
-3.274767006,-0.020059349
-3.274744464,-0.020035198
-3.27472186,-0.02001101
-3.274699195,-0.019986784
-3.274676467,-0.019962522
-3.274653677,-0.019938223
-3.274630824,-0.019913887
-3.274607908,-0.019889513
-3.274584929,-0.019865102
-3.274561887,-0.019840654
-3.274538781,-0.019816169
-3.274515611,-0.019791647
-3.274492377,-0.019767087
-3.27446908,-0.01974249
-3.274445717,-0.019717856
-3.27442229,-0.019693184
-3.274398798,-0.019668475
-3.274375241,-0.019643728
-3.274351618,-0.019618944
-3.27432793,-0.019594123
-3.274304176,-0.019569264
-3.274280355,-0.019544368
-3.274256469,-0.019519434
-3.274232515,-0.019494462
-3.274208495,-0.019469453
-3.274184408,-0.019444406
-3.274160253,-0.019419321
-3.274136031,-0.019394199
-3.274111741,-0.019369039
-3.274087383,-0.019343842
-3.274062956,-0.019318606
-3.274038461,-0.019293333
-3.274013897,-0.019268022
-3.273989264,-0.019242673
-3.273964562,-0.019217286
-3.27393979,-0.019191861
-3.273914948,-0.019166399
-3.273890036,-0.019140898
-3.273865054,-0.019115359
-3.27384,-0.019089783
-3.273814876,-0.019064168
-3.273789681,-0.019038515
-3.273764414,-0.019012824
-3.273739076,-0.018987095
-3.273713665,-0.018961328
-3.273688182,-0.018935523
-3.273662627,-0.018909679
-3.273636999,-0.018883797
-3.273611297,-0.018857877
-3.273585523,-0.018831919
-3.273559674,-0.018805922
-3.273533752,-0.018779887
-3.273507755,-0.018753814
-3.273481684,-0.018727702
-3.273455538,-0.018701551
-3.273429316,-0.018675363
-3.27340302,-0.018649135
-3.273376647,-0.01862287
-3.273350199,-0.018596565
-3.273323674,-0.018570223
-3.273297073,-0.018543841
-3.273270395,-0.018517421
-3.27324364,-0.018490962
-3.273216807,-0.018464465
-3.273189896,-0.018437929
-3.273162907,-0.018411354
-3.27313584,-0.01838474
-3.273108694,-0.018358088
-3.273081469,-0.018331397
-3.273054164,-0.018304666
-3.27302678,-0.018277898
-3.272999316,-0.01825109
-3.272971771,-0.018224243
-3.272944146,-0.018197357
-3.27291644,-0.018170433
-3.272888652,-0.018143469
-3.272860783,-0.018116466
-3.272832832,-0.018089424
-3.272804798,-0.018062343
-3.272776682,-0.018035223
-3.272748483,-0.018008064
-3.2727202,-0.017980866
-3.272691834,-0.017953629
-3.272663384,-0.017926352
-3.27263485,-0.017899036
-3.27260623,-0.017871681
-3.272577526,-0.017844286
-3.272548736,-0.017816852
-3.272519861,-0.017789379
-3.272490899,-0.017761866
-3.272461851,-0.017734314
-3.272432716,-0.017706723
-3.272403494,-0.017679092
-3.272374184,-0.017651422
-3.272344787,-0.017623712
-3.272315301,-0.017595962
-3.272285726,-0.017568173
-3.272256062,-0.017540344
-3.272226309,-0.017512476
-3.272196466,-0.017484568
-3.272166533,-0.017456621
-3.272136509,-0.017428633
-3.272106394,-0.017400606
-3.272076188,-0.017372539
-3.27204589,-0.017344433
-3.2720155,-0.017316286
-3.271985017,-0.0172881
-3.271954441,-0.017259874
-3.271923772,-0.017231608
-3.271893009,-0.017203302
-3.271862152,-0.017174956
-3.2718312,-0.01714657
-3.271800154,-0.017118144
-3.271769012,-0.017089678
-3.271737774,-0.017061172
-3.271706439,-0.017032626
-3.271675008,-0.01700404
-3.27164348,-0.016975414
-3.271611855,-0.016946747
-3.271580131,-0.016918041
-3.271548309,-0.016889294
-3.271516388,-0.016860507
-3.271484367,-0.016831679
-3.271452247,-0.016802812
-3.271420027,-0.016773904
-3.271387706,-0.016744955
-3.271355284,-0.016715967
-3.27132276,-0.016686937
-3.271290134,-0.016657868
-3.271257406,-0.016628758
-3.271224575,-0.016599607
-3.27119164,-0.016570416
-3.271158601,-0.016541185
-3.271125458,-0.016511913
-3.27109221,-0.0164826
-3.271058857,-0.016453247
-3.271025398,-0.016423853
-3.270991832,-0.016394418
-3.27095816,-0.016364943
-3.27092438,-0.016335427
-3.270890492,-0.01630587
-3.270856496,-0.016276273
-3.270822391,-0.016246634
-3.270788177,-0.016216955
-3.270753852,-0.016187235
-3.270719418,-0.016157474
-3.270684872,-0.016127672
-3.270650215,-0.01609783
-3.270615446,-0.016067946
-3.270580564,-0.016038021
-3.270545569,-0.016008056
-3.270510461,-0.015978049
-3.270475238,-0.015948001
-3.270439901,-0.015917912
-3.270404448,-0.015887782
-3.27036888,-0.015857611
-3.270333195,-0.015827399
-3.270297393,-0.015797146
-3.270261474,-0.015766851
-3.270225436,-0.015736515
-3.27018928,-0.015706138
-3.270153004,-0.015675719
-3.270116609,-0.015645259
-3.270080093,-0.015614758
-3.270043455,-0.015584216
-3.270006697,-0.015553632
-3.269969815,-0.015523007
-3.269932811,-0.01549234
-3.269895684,-0.015461631
-3.269858432,-0.015430882
-3.269821056,-0.01540009
-3.269783554,-0.015369257
-3.269745926,-0.015338383
-3.269708171,-0.015307467
-3.269670289,-0.015276509
-3.269632279,-0.01524551
-3.269594141,-0.015214469
-3.269555873,-0.015183386
-3.269517475,-0.015152262
-3.269478946,-0.015121095
-3.269440286,-0.015089887
-3.269401494,-0.015058638
-3.26936257,-0.015027346
-3.269323512,-0.014996012
-3.26928432,-0.014964637
-3.269244993,-0.01493322
-3.26920553,-0.014901761
-3.269165932,-0.014870259
-3.269126196,-0.014838716
-3.269086323,-0.014807131
-3.269046311,-0.014775504
-3.269006161,-0.014743834
-3.26896587,-0.014712123
-3.268925439,-0.014680369
-3.268884866,-0.014648574
-3.268844151,-0.014616736
-3.268803293,-0.014584856
-3.268762292,-0.014552934
-3.268721146,-0.014520969
-3.268679855,-0.014488962
-3.268638417,-0.014456913
-3.268596833,-0.014424822
-3.268555101,-0.014392688
-3.268513221,-0.014360512
-3.268471191,-0.014328294
-3.268429011,-0.014296033
-3.26838668,-0.01426373
-3.268344197,-0.014231384
-3.268301562,-0.014198996
-3.268258773,-0.014166565
-3.26821583,-0.014134092
-3.268172731,-0.014101576
-3.268129476,-0.014069017
-3.268086065,-0.014036416
-3.268042495,-0.014003772
-3.267998766,-0.013971086
-3.267954878,-0.013938357
-3.267910829,-0.013905585
-3.267866618,-0.013872771
-3.267822245,-0.013839913
-3.267777708,-0.013807013
-3.267733007,-0.013774071
-3.267688141,-0.013741085
-3.267643108,-0.013708056
-3.267597907,-0.013674985
-3.267552539,-0.01364187
-3.267507001,-0.013608713
-3.267461293,-0.013575513
-3.267415413,-0.01354227
-3.267369362,-0.013508984
-3.267323136,-0.013475654
-3.267276737,-0.013442282
-3.267230161,-0.013408867
-3.26718341,-0.013375408
-3.26713648,-0.013341907
-3.267089372,-0.013308362
-3.267042085,-0.013274774
-3.266994616,-0.013241143
-3.266946966,-0.013207469
-3.266899132,-0.013173751
-3.266851114,-0.013139991
-3.266802911,-0.013106186
-3.266754521,-0.013072339
-3.266705943,-0.013038448
-3.266657177,-0.013004514
-3.266608221,-0.012970537
-3.266559073,-0.012936516
-3.266509733,-0.012902452
-3.266460199,-0.012868344
-3.266410471,-0.012834193
-3.266360546,-0.012799998
-3.266310424,-0.01276576
-3.266260103,-0.012731478
-3.266209583,-0.012697153
-3.266158861,-0.012662784
-3.266107937,-0.012628371
-3.266056808,-0.012593915
-3.266005475,-0.012559415
-3.265953935,-0.012524872
-3.265902188,-0.012490285
-3.265850231,-0.012455654
-3.265798063,-0.012420979
-3.265745684,-0.012386261
-3.265693091,-0.012351499
-3.265640283,-0.012316693
-3.265587259,-0.012281843
-3.265534018,-0.012246949
-3.265480557,-0.012212012
-3.265426875,-0.01217703
-3.265372971,-0.012142005
-3.265318844,-0.012106935
-3.265264491,-0.012071822
-3.265209912,-0.012036665
-3.265155104,-0.012001463
-3.265100067,-0.011966218
-3.265044798,-0.011930929
-3.264989295,-0.011895595
-3.264933559,-0.011860218
-3.264877585,-0.011824796
-3.264821374,-0.01178933
-3.264764923,-0.01175382
-3.264708231,-0.011718266
-3.264651295,-0.011682668
-3.264594115,-0.011647025
-3.264536688,-0.011611339
-3.264479013,-0.011575608
-3.264421087,-0.011539832
-3.26436291,-0.011504013
-3.264304479,-0.011468149
-3.264245792,-0.011432241
-3.264186847,-0.011396288
-3.264127644,-0.011360291
-3.264068179,-0.01132425
-3.26400845,-0.011288164
-3.263948457,-0.011252033
-3.263888196,-0.011215859
-3.263827666,-0.011179639
-3.263766865,-0.011143376
-3.26370579,-0.011107067
-3.26364444,-0.011070715
-3.263582813,-0.011034317
-3.263520907,-0.010997875
-3.263458718,-0.010961389
-3.263396246,-0.010924858
-3.263333488,-0.010888282
-3.263270441,-0.010851662
-3.263207104,-0.010814997
-3.263143475,-0.010778287
-3.26307955,-0.010741532
-3.263015328,-0.010704733
-3.262950806,-0.010667889
-3.262885982,-0.010631001
-3.262820854,-0.010594067
-3.262755419,-0.010557089
-3.262689674,-0.010520066
-3.262623618,-0.010482998
-3.262557247,-0.010445885
-3.262490559,-0.010408728
-3.262423551,-0.010371525
-3.262356222,-0.010334278
-3.262288567,-0.010296985
-3.262220585,-0.010259648
-3.262152273,-0.010222266
-3.262083628,-0.010184839
-3.262014647,-0.010147367
-3.261945327,-0.010109849
-3.261875666,-0.010072287
-3.261805661,-0.01003468
-3.261735309,-0.009997028
-3.261664606,-0.009959331
-3.26159355,-0.009921588
-3.261522138,-0.009883801
-3.261450366,-0.009845968
-3.261378232,-0.009808091
-3.261305733,-0.009770168
-3.261232864,-0.0097322
-3.261159623,-0.009694187
-3.261086007,-0.009656129
-3.261012012,-0.009618025
-3.260937635,-0.009579877
-3.260862873,-0.009541683
-3.260787722,-0.009503444
-3.260712177,-0.00946516
-3.260636237,-0.00942683
-3.260559897,-0.009388455
-3.260483154,-0.009350035
-3.260406004,-0.00931157
-3.260328442,-0.009273059
-3.260250466,-0.009234503
-3.260172072,-0.009195902
-3.260093255,-0.009157255
-3.260014011,-0.009118563
-3.259934337,-0.009079826
-3.259854228,-0.009041043
-3.25977368,-0.009002215
-3.25969269,-0.008963342
-3.259611251,-0.008924423
-3.259529362,-0.008885459
-3.259447016,-0.008846449
-3.25936421,-0.008807394
-3.259280938,-0.008768294
-3.259197197,-0.008729148
-3.259112981,-0.008689957
-3.259028287,-0.00865072
-3.258943108,-0.008611438
-3.258857441,-0.00857211
-3.25877128,-0.008532737
-3.258684619,-0.008493318
-3.258597455,-0.008453854
-3.258509782,-0.008414345
-3.258421595,-0.00837479
-3.258332887,-0.008335189
-3.258243654,-0.008295543
-3.258153891,-0.008255852
-3.258063591,-0.008216115
-3.257972749,-0.008176332
-3.257881359,-0.008136504
-3.257789415,-0.00809663
-3.257696912,-0.008056711
-3.257603842,-0.008016747
-3.2575102,-0.007976737
-3.257415981,-0.007936681
-3.257321176,-0.00789658
-3.25722578,-0.007856434
-3.257129786,-0.007816242
-3.257033187,-0.007776004
-3.256935977,-0.007735721
-3.256838149,-0.007695392
-3.256739695,-0.007655018
-3.256640609,-0.007614599
-3.256540882,-0.007574134
-3.256440508,-0.007533623
-3.256339479,-0.007493067
-3.256237787,-0.007452466
-3.256135425,-0.007411819
-3.256032384,-0.007371126
-3.255928657,-0.007330388
-3.255824234,-0.007289605
-3.255719108,-0.007248776
-3.25561327,-0.007207902
-3.255506711,-0.007166983
-3.255399423,-0.007126018
-3.255291396,-0.007085008
-3.255182621,-0.007043952
-3.255073089,-0.007002851
-3.254962789,-0.006961705
-3.254851713,-0.006920513
-3.254739851,-0.006879276
-3.254627191,-0.006837994
-3.254513724,-0.006796666
-3.25439944,-0.006755293
-3.254284326,-0.006713875
-3.254168374,-0.006672412
-3.254051571,-0.006630903
-3.253933905,-0.00658935
-3.253815366,-0.006547751
-3.253695941,-0.006506107
-3.253575619,-0.006464418
-3.253454386,-0.006422684
-3.25333223,-0.006380905
-3.253209139,-0.006339081
-3.253085098,-0.006297212
-3.252960096,-0.006255298
-3.252834117,-0.00621334
-3.252707148,-0.006171336
-3.252579175,-0.006129287
-3.252450182,-0.006087194
-3.252320155,-0.006045056
-3.252189079,-0.006002873
-3.252056938,-0.005960646
-3.251923715,-0.005918373
-3.251789395,-0.005876057
-3.251653961,-0.005833696
-3.251517396,-0.00579129
-3.251379681,-0.00574884
-3.2512408,-0.005706345
-3.251100733,-0.005663806
-3.250959463,-0.005621223
-3.250816969,-0.005578596
-3.250673232,-0.005535925
-3.250528233,-0.005493209
-3.250381949,-0.005450449
-3.250234361,-0.005407646
-3.250085445,-0.005364798
-3.249935181,-0.005321907
-3.249783545,-0.005278972
-3.249630514,-0.005235994
-3.249476064,-0.005192972
-3.24932017,-0.005149906
-3.249162806,-0.005106797
-3.249003948,-0.005063644
-3.248843568,-0.005020449
-3.248681639,-0.00497721
-3.248518134,-0.004933928
-3.248353022,-0.004890603
-3.248186274,-0.004847236
-3.248017861,-0.004803826
-3.24784775,-0.004760373
-3.247675909,-0.004716877
-3.247502306,-0.00467334
-3.247326906,-0.00462976
-3.247149675,-0.004586138
-3.246970575,-0.004542474
-3.24678957,-0.004498768
-3.246606621,-0.00445502
-3.246421689,-0.004411231
-3.246234734,-0.004367401
-3.246045713,-0.004323529
-3.245854584,-0.004279617
-3.245661301,-0.004235663
-3.245465818,-0.004191669
-3.245268088,-0.004147634
-3.245068063,-0.004103559
-3.244865691,-0.004059444
-3.244660919,-0.004015289
-3.244453694,-0.003971094
-3.244243961,-0.00392686
-3.24403166,-0.003882587
-3.243816732,-0.003838275
-3.243599115,-0.003793923
-3.243378745,-0.003749534
-3.243155555,-0.003705106
-3.242929477,-0.003660641
-3.242700438,-0.003616137
-3.242468365,-0.003571597
-3.242233181,-0.003527019
-3.241994806,-0.003482405
-3.241753156,-0.003437755
-3.241508146,-0.003393068
-3.241259686,-0.003348347
-3.241007682,-0.00330359
-3.240752038,-0.003258798
-3.240492652,-0.003213972
-3.240229419,-0.003169112
-3.23996223,-0.003124218
-3.239690969,-0.003079292
-3.239415517,-0.003034333
-3.239135749,-0.002989343
-3.238851535,-0.002944321
-3.238562739,-0.002899269
-3.238269217,-0.002854186
-3.237970821,-0.002809074
-3.237667393,-0.002763934
-3.237358769,-0.002718765
-3.237044778,-0.002673569
-3.236725239,-0.002628347
-3.236399961,-0.002583099
-3.236068744,-0.002537826
-3.235731379,-0.002492529
-3.235387643,-0.00244721
-3.235037303,-0.002401869
-3.234680113,-0.002356507
-3.234315811,-0.002311125
-3.233944123,-0.002265725
-3.233564756,-0.002220308
-3.233177402,-0.002174876
-3.232781734,-0.002129429
-3.232377402,-0.00208397
-3.231964037,-0.002038499
-3.231541246,-0.001993019
-3.231108608,-0.001947532
-3.230665675,-0.00190204
-3.230211968,-0.001856544
-3.229746974,-0.001811048
-3.229270145,-0.001765553
-3.22878089,-0.001720062
-3.228278576,-0.001674578
-3.227762518,-0.001629105
-3.22723198,-0.001583645
-3.226686165,-0.001538202
-3.226124209,-0.00149278
-3.225545176,-0.001447383
-3.224948047,-0.001402016
-3.22433171,-0.001356684
-3.22369495,-0.001311392
-3.223036439,-0.001266146
-3.222354715,-0.001220954
-3.221648167,-0.001175821
-3.220915018,-0.001130757
-3.220153297,-0.00108577
-3.219360813,-0.00104087
-3.218608932,-1.00E-03
-3.217750605,-9.55E-04
-3.216853539,-9.11E-04
-3.215914296,-8.66E-04
-3.214928975,-8.22E-04
-3.213893131,-7.78E-04
-3.212801675,-7.34E-04
-3.211648747,-6.90E-04
-3.210427557,-6.47E-04
-3.209130193,-6.04E-04
-3.207747371,-5.61E-04
-3.206268116,-5.19E-04
-3.204679363,-4.77E-04
-3.202965427,-4.35E-04
-3.201107322,-3.94E-04
-3.199081871,-3.54E-04
-3.196860541,-3.15E-04
-3.194407915,-2.77E-04
-3.191679749,-2.39E-04
-3.188620546,-2.04E-04
-3.185160774,-1.70E-04
-3.181214227,-1.38E-04
-3.1766769,-1.09E-04
-3.171430386,-8.32E-05
-3.165354822,-6.10E-05
-3.158356283,-4.30E-05
-3.150405427,-2.92E-05
-3.141566827,-1.94E-05
-3.131991025,-1.29E-05
-3.121867726,-8.78E-06
-3.111373347,-6.34E-06
-3.100642775,-4.92E-06
-3.089766786,-4.11E-06
-3.078801776,-3.65E-06
-3.067781129,-3.38E-06
-3.056724054,-3.23E-06
-3.045641423,-3.14E-06
-3.034539329,-3.09E-06
-3.023421167,-3.05E-06
-3.012288265,-3.03E-06
-3.001141178,-3.02E-06
-2.989982238,-3.01E-06
-2.97881144,-3.00E-06
-2.967628777,-2.99E-06
-2.956434243,-2.98E-06
-2.945227831,-2.96E-06
-2.934009536,-2.95E-06
-2.92277935,-2.94E-06
-2.911537268,-2.93E-06
-2.900283284,-2.92E-06
-2.88901739,-2.91E-06
-2.877739581,-2.90E-06
-2.866449851,-2.89E-06
-2.855148192,-2.87E-06
-2.8438346,-2.86E-06
-2.832509067,-2.85E-06
-2.821171587,-2.84E-06
-2.809822154,-2.83E-06
-2.798460762,-2.82E-06
-2.787087404,-2.81E-06
-2.775702075,-2.79E-06
-2.764304767,-2.78E-06
-2.752895474,-2.77E-06
-2.741474191,-2.76E-06
-2.73004091,-2.75E-06
-2.718595626,-2.74E-06
-2.707138332,-2.73E-06
-2.695669023,-2.71E-06
-2.68418769,-2.70E-06
-2.67269433,-2.69E-06
-2.661188934,-2.68E-06
-2.649671497,-2.67E-06
-2.638142013,-2.66E-06
-2.626600474,-2.65E-06
-2.615046876,-2.63E-06
-2.603481211,-2.62E-06
-2.591903474,-2.61E-06
-2.580313657,-2.60E-06
-2.568711755,-2.59E-06
-2.557097762,-2.58E-06
-2.54547167,-2.56E-06
-2.533833475,-2.55E-06
-2.522183169,-2.54E-06
-2.510520746,-2.53E-06
-2.4988462,-2.52E-06
-2.487159524,-2.51E-06
-2.475460713,-2.49E-06
-2.46374976,-2.48E-06
-2.452026659,-2.47E-06
-2.440291403,-2.46E-06
-2.428543986,-2.45E-06
-2.416784402,-2.44E-06
-2.405012644,-2.42E-06
-2.393228707,-2.41E-06
-2.381432584,-2.40E-06
-2.369624268,-2.39E-06
-2.357803754,-2.38E-06
-2.345971034,-2.37E-06
-2.334126103,-2.35E-06
-2.322268955,-2.34E-06
-2.310399583,-2.33E-06
-2.298517981,-2.32E-06
-2.286624142,-2.31E-06
-2.274718061,-2.29E-06
-2.26279973,-2.28E-06
-2.250869144,-2.27E-06
-2.238926297,-2.26E-06
-2.226971181,-2.25E-06
-2.215003791,-2.23E-06
-2.203024121,-2.22E-06
-2.191032164,-2.21E-06
-2.179027914,-2.20E-06
-2.167011364,-2.19E-06
-2.154982509,-2.17E-06
-2.142941341,-2.16E-06
-2.130887855,-2.15E-06
-2.118822045,-2.14E-06
-2.106743904,-2.13E-06
-2.094653425,-2.11E-06
-2.082550603,-2.10E-06
-2.070435431,-2.09E-06
-2.058307903,-2.08E-06
-2.046168013,-2.07E-06
-2.034015753,-2.05E-06
-2.021851119,-2.04E-06
-2.009674104,-2.03E-06
-1.997484701,-2.02E-06
-1.985282904,-2.00E-06
-1.973068707,-1.99E-06
-1.960842103,-1.98E-06
-1.948603086,-1.97E-06
-1.936351651,-1.96E-06
-1.92408779,-1.94E-06
-1.911811497,-1.93E-06
-1.899522767,-1.92E-06
-1.887221592,-1.91E-06
-1.874907966,-1.89E-06
-1.862581884,-1.88E-06
-1.850243338,-1.87E-06
-1.837892323,-1.86E-06
-1.825528833,-1.84E-06
-1.81315286,-1.83E-06
-1.800764398,-1.82E-06
-1.788363443,-1.81E-06
