Voltage(V),Current(A)
-9.96633331,-9.97E-07
-9.966015778,-9.97E-07
-9.965696243,-9.97E-07
-9.965374698,-9.97E-07
-9.965051137,-9.97E-07
-9.964725554,-9.96E-07
-9.964397942,-9.96E-07
-9.964068295,-9.96E-07
-9.963736608,-9.96E-07
-9.963402873,-9.96E-07
-9.963067084,-9.96E-07
-9.962729235,-9.96E-07
-9.962389319,-9.96E-07
-9.962047331,-9.96E-07
-9.961703265,-9.96E-07
-9.961357112,-9.96E-07
-9.961008869,-9.96E-07
-9.960658527,-9.96E-07
-9.960306081,-9.96E-07
-9.959951525,-9.96E-07
-9.959594852,-9.96E-07
-9.959236056,-9.96E-07
-9.958875131,-9.96E-07
-9.95851207,-9.96E-07
-9.958146867,-9.96E-07
-9.957779516,-9.96E-07
-9.95741001,-9.96E-07
-9.957038343,-9.96E-07
-9.956664509,-9.96E-07
-9.956288502,-9.96E-07
-9.955910315,-9.96E-07
-9.955529942,-9.96E-07
-9.955147377,-9.96E-07
-9.954762613,-9.95E-07
-9.954375644,-9.95E-07
-9.953986463,-9.95E-07
-9.953595066,-9.95E-07
-9.953201444,-9.95E-07
-9.952805592,-9.95E-07
-9.952407504,-9.95E-07
-9.952007173,-9.95E-07
-9.951604593,-9.95E-07
-9.951199758,-9.95E-07
-9.950792661,-9.95E-07
-9.950383296,-9.95E-07
-9.949971656,-9.95E-07
-9.949557737,-9.95E-07
-9.94914153,-9.95E-07
-9.94872303,-9.95E-07
-9.948302231,-9.95E-07
-9.947879126,-9.95E-07
-9.947453709,-9.95E-07
-9.947025973,-9.95E-07
-9.946595913,-9.95E-07
-9.946163522,-9.95E-07
-9.945728794,-9.95E-07
-9.945291722,-9.95E-07
-9.944852301,-9.94E-07
-9.944410523,-9.94E-07
-9.943966383,-9.94E-07
-9.943519874,-9.94E-07
-9.94307099,-9.94E-07
-9.942619724,-9.94E-07
-9.942166071,-9.94E-07
-9.941710024,-9.94E-07
-9.941251577,-9.94E-07
-9.940790723,-9.94E-07
-9.940327457,-9.94E-07
-9.939861771,-9.94E-07
-9.93939366,-9.94E-07
-9.938923117,-9.94E-07
-9.938450136,-9.94E-07
-9.937974711,-9.94E-07
-9.937496835,-9.94E-07
-9.937016502,-9.94E-07
-9.936533705,-9.94E-07
-9.93604844,-9.94E-07
-9.935560698,-9.94E-07
-9.935070474,-9.94E-07
-9.934577762,-9.93E-07
-9.934082555,-9.93E-07
-9.933584847,-9.93E-07
-9.933084632,-9.93E-07
-9.932581903,-9.93E-07
-9.932076654,-9.93E-07
-9.931568879,-9.93E-07
-9.931058572,-9.93E-07
-9.930545725,-9.93E-07
-9.930030333,-9.93E-07
-9.92951239,-9.93E-07
-9.928991889,-9.93E-07
-9.928468824,-9.93E-07
-9.927943189,-9.93E-07
-9.927414977,-9.93E-07
-9.926884183,-9.93E-07
-9.926350798,-9.93E-07
-9.925814819,-9.93E-07
-9.925276237,-9.93E-07
-9.924735048,-9.92E-07
-9.924191244,-9.92E-07
-9.923644819,-9.92E-07
-9.923095767,-9.92E-07
-9.922544082,-9.92E-07
-9.921989757,-9.92E-07
-9.921432786,-9.92E-07
-9.920873163,-9.92E-07
-9.920310882,-9.92E-07
-9.919745936,-9.92E-07
-9.919178318,-9.92E-07
-9.918608023,-9.92E-07
-9.918035044,-9.92E-07
-9.917459376,-9.92E-07
-9.916881011,-9.92E-07
-9.916299943,-9.92E-07
-9.915716166,-9.92E-07
-9.915129674,-9.92E-07
-9.914540461,-9.91E-07
-9.91394852,-9.91E-07
-9.913353844,-9.91E-07
-9.912756428,-9.91E-07
-9.912156266,-9.91E-07
-9.91155335,-9.91E-07
-9.910947675,-9.91E-07
-9.910339235,-9.91E-07
-9.909728022,-9.91E-07
-9.909114031,-9.91E-07
-9.908497256,-9.91E-07
-9.90787769,-9.91E-07
-9.907255326,-9.91E-07
-9.90663016,-9.91E-07
-9.906002183,-9.91E-07
-9.905371391,-9.91E-07
-9.904737776,-9.90E-07
-9.904101332,-9.90E-07
-9.903462054,-9.90E-07
-9.902819934,-9.90E-07
-9.902174967,-9.90E-07
-9.901527146,-9.90E-07
-9.900876465,-9.90E-07
-9.900222917,-9.90E-07
-9.899566497,-9.90E-07
-9.898907197,-9.90E-07
-9.898245013,-9.90E-07
-9.897579936,-9.90E-07
-9.896911962,-9.90E-07
-9.896241083,-9.90E-07
-9.895567294,-9.90E-07
-9.894890588,-9.89E-07
-9.894210959,-9.89E-07
-9.893528401,-9.89E-07
-9.892842907,-9.89E-07
-9.89215447,-9.89E-07
-9.891463086,-9.89E-07
-9.890768747,-9.89E-07
-9.890071446,-9.89E-07
-9.889371179,-9.89E-07
-9.888667938,-9.89E-07
-9.887961717,-9.89E-07
-9.88725251,-9.89E-07
-9.886540311,-9.89E-07
-9.885825113,-9.89E-07
-9.88510691,-9.89E-07
-9.884385696,-9.88E-07
-9.883661463,-9.88E-07
-9.882934207,-9.88E-07
-9.882203921,-9.88E-07
-9.881470598,-9.88E-07
-9.880734233,-9.88E-07
-9.879994818,-9.88E-07
