#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Alan
#Serial Number: SN:210321A3716A
#Date Time: 2024-05-09 16:24:11.957
#Sample rate: 400000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 100 mV/div Offset: 0 V
#Channel 2: Range: 100 mV/div Offset: 0 V

Time (s),Channel 1 (V),Channel 2 (V)
0.39976083333333329,-0.096215719535305055,-0.29077450136796723
0.3997633333333333,-0.094892202288242564,-0.28977558352909677
0.39976583333333332,-0.094230443664708174,-0.28811072046431685
0.39976833333333334,-0.093237805729408318,-0.28677883001248961
0.3997708333333333,-0.091914288482375928,-0.28544693956069256
0.39977333333333331,-0.091252529858840165,-0.28411504910886526
0.39977583333333333,-0.089929012611780407,-0.2824501860440819
0.39977833333333329,-0.08893637467650567,-0.28078532297933484
0.39978083333333331,-0.087943736741209241,-0.27912045991455148
0.39978333333333332,-0.086289340182388527,-0.277122624236816
0.39978583333333334,-0.085958460870619438,-0.27612370639794553
0.3997883333333333,-0.085296702247103243,-0.27512478855909772
0.39979083333333332,-0.084304064311807744,-0.27379289810727181
0.39979333333333333,-0.082980547064748431,-0.27212803504248845
0.39979583333333329,-0.081987909129473693,-0.27046317197774139
0.39979833333333331,-0.080995271194177279,-0.26946425413886627
0.39980083333333333,-0.080002633258878617,-0.26779939107408124
0.39980333333333329,-0.078679116011846226,-0.26580155539638567
0.3998058333333333,-0.077686478076545912,-0.26446966494455137
0.39980833333333332,-0.076362960829487042,-0.26280480187977195
0.39981083333333334,-0.075701202205956095,-0.26213885665385256
0.3998133333333333,-0.075039443582439622,-0.26080696620205496
0.39981583333333331,-0.073385047023618588,-0.25847615791136458
0.39981833333333333,-0.072392409088323978,-0.2558123770077213
0.39982083333333329,-0.071730650464807796,-0.2548134591688736
0.39982333333333331,-0.071068891841276544,-0.25448048655591071
0.39982583333333332,-0.069745374594217521,-0.2528156234911263
0.39982833333333334,-0.068752736658924285,-0.25015184258748985
0.3998308333333333,-0.06809097803540809,-0.24915292474864206
0.39983333333333332,-0.067098340100112883,-0.24715508907090733
0.39983583333333333,-0.066105702164816482,-0.24582319861907517
0.3998383333333333,-0.065113064229541731,-0.24382536294137874
0.39984083333333331,-0.063789546982482279,-0.24282644510250145
0.39984333333333333,-0.063127788358947126,-0.24082860942476414
0.39984583333333329,-0.061804271111914125,-0.23916374636001708
0.39984833333333331,-0.060480753864852251,-0.23683293806932704
0.39985083333333332,-0.059488115929555239,-0.23516807500454259
0.39985333333333334,-0.058826357306017991,-0.23416915716566941
0.3998558333333333,-0.057502840058984997,-0.23283726671387178
0.39985833333333332,-0.056510202123686785,-0.23050645842318127
0.39986083333333333,-0.055848443500153139,-0.2288415953583923
0.39986333333333329,-0.054855805564878846,-0.22651078706774752
0.39986583333333331,-0.053863167629581987,-0.22517889661591156
0.39986833333333333,-0.052870529694287086,-0.22318106093817727
0.39987083333333329,-0.05220877107077089,-0.22218214309932952
0.3998733333333333,-0.051547012447239658,-0.22051728003455298
0.39987583333333332,-0.050223495200180789,-0.21851944435681445
0.39987833333333334,-0.048899977953124028,-0.2165216086790735
0.3998808333333333,-0.048238219329607833,-0.21452377300137795
0.39988333333333331,-0.046914702082550171,-0.21219296471068261
0.39988583333333333,-0.04559118483549416,-0.20952918380703722
0.39988833333333329,-0.045260305523735909,-0.20819729335523959
0.39989083333333331,-0.043275029653158902,-0.20486756722569197
0.39989333333333332,-0.043275029653148368,-0.20453459461271939
0.39989583333333334,-0.041951512406089193,-0.20220378632201494
0.3998983333333333,-0.040958874470814907,-0.19920703280547164
0.39990083333333332,-0.040297115847281115,-0.19754216974067845
0.39990333333333333,-0.038973598600216826,-0.19454541622406835
0.39990583333333329,-0.037319202041425595,-0.19154866270752371
0.39990833333333331,-0.036657443417886522,-0.18955082702977549
0.39991083333333333,-0.036326564106113679,-0.18821893657793698
0.39991333333333334,-0.034672167547301389,-0.18488921044837781
0.3999158333333333,-0.034341288235543138,-0.18222542954478257
0.39991833333333332,-0.033348650300247938,-0.18089353909294512
0.39992083333333334,-0.031694253741429167,-0.17723084035043035
0.3999233333333333,-0.031032495117912669,-0.17456705944683509
0.39992583333333331,-0.030039857182618521,-0.17157030593022729
0.39992833333333333,-0.028385460623797043,-0.16724166196179127
0.39993083333333329,-0.027723702000280848,-0.16324599060640024
0.39993333333333331,-0.027392822688512071,-0.16191410015454749
0.39993583333333332,-0.02640018475321506,-0.15891734663793833
0.39993833333333334,-0.024745788194393884,-0.15492167528244599
0.3999408333333333,-0.023753150259119594,-0.14992708608820715
0.39994333333333332,-0.023091391635585649,-0.14526546950681024
0.39994583333333333,-0.021767874388521215,-0.14093682553836062
0.39994833333333329,-0.020113477829729977,-0.1349433185052713
0.39995083333333331,-0.019451719206191365,-0.12928278408500526
0.39995333333333333,-0.019120839894423789,-0.12562008534246746
0.39995583333333329,-0.018459081270907295,-0.11962657830937816
0.3999583333333333,-0.016804684712090335,-0.11463198911501761
0.39996083333333332,-0.016142926088552324,-0.10630767379111332
0.39996333333333334,-0.014488529529734003,-0.09898227630606346
0.3999658333333333,-0.013826770906217511,-0.091323906208227126
0.39996833333333331,-0.013165012282686571,-0.08266661827135996
0.39997083333333333,-0.011510615723865244,-0.07367635772151658
0.39997333333333329,-0.010848857100349052,-0.063354206720089706
0.39997583333333331,-0.0098562191650552015,-0.055695836622058487
0.39997833333333332,-0.0088635812297587942,-0.047704493911085437
