#Digilent WaveForms Oscilloscope XY
#Device Name: Alan
#Serial Number: SN:210321A3716A
#Date Time: 2024-04-16 16:07:33.305

VDiode! (V),Current (A)
0.064091471671068323,-2.6939675586317712e-06
0.066422279961751263,-2.6939675586317712e-06
0.068753088252431038,-2.6939675586317712e-06
0.071083896543113978,-2.6939675586317712e-06
0.073747677446749052,-2.6939675586317712e-06
0.076411458350386763,-2.6939675586317712e-06
0.078742266641068648,-2.6939675586317712e-06
0.081406047544703944,-2.6939675586317712e-06
0.083736855835387036,-2.6939675586317712e-06
0.086400636739024525,-2.6939675586317712e-06
0.089064417642658614,-2.6939675586317712e-06
0.091395225933341706,-2.6939675586317712e-06
0.093726034224022536,-2.6939675586317712e-06
0.096389815127660095,-2.6939675586317712e-06
0.099053596031296376,-2.6939675586317712e-06
0.10205034954788614,-2.6939675586317712e-06
0.10404818522561476,-2.6939675586317712e-06
0.10637899351629786,-2.6939675586317712e-06
0.10904277441993195,-2.6939675586317712e-06
0.11170655532356943,-2.6939675586317712e-06
0.11403736361425026,-2.6939675586317712e-06
0.11603519929197881,-2.6939675586317712e-06
0.11869898019561509,-2.6939675586317712e-06
0.12136276109925039,-2.6939675586317712e-06
0.1240265420028881,-2.6939675586317712e-06
0.12669032290652543,-2.6939675586317712e-06
0.12902113119720521,-2.6939675586317712e-06
0.13135193948788815,-2.6939675586317712e-06
0.13401572039152343,-2.6939675586317712e-06
0.13701247390811555,-2.6939675586317712e-06
0.13934328219879744,-2.6939675586317712e-06
0.14167409048947838,-2.6939675586317712e-06
0.14400489878016132,-2.6939675586317712e-06
0.14666867968379876,-2.6939675586317712e-06
0.14899948797447854,-2.6939675586317712e-06
0.15133029626516148,-2.6939675586317712e-06
0.15399407716879665,-2.6939675586317712e-06
0.15665785807243437,-2.6939675586317712e-06
0.15932163897607077,-2.6939675586317712e-06
0.16131947465379723,-2.6939675586317712e-06
0.16398325555743454,-2.6939675586317712e-06
0.16664703646107215,-2.6939675586317712e-06
0.16931081736470621,-2.6939675586317712e-06
0.17197459826834383,-2.6939675586317712e-06
0.17397243394607029,-2.6939675586317712e-06
0.17630324223675309,-2.6939675586317712e-06
0.17929999575334399,-2.6939675586317712e-06
0.18163080404402482,-2.6939675586317712e-06
0.18462755756061688,-2.6939675586317712e-06
0.18662539323834548,-2.6939675586317712e-06
0.18928917414197943,-2.6939675586317712e-06
0.19228592765857166,-2.6939675586317712e-06
0.19428376333629802,-2.6939675586317712e-06
0.19694754423993543,-2.6939675586317712e-06
0.19927835253061732,-2.6939675586317712e-06
0.20194213343425249,-2.6939675586317712e-06
0.2042729417249356,-2.6939675586317712e-06
0.20693672262857291,-2.6939675586317712e-06
0.20893455830629845,-2.6939675586317712e-06
0.21159833920993576,-2.6939675586317712e-06
0.21426212011357104,-2.6939675586317712e-06
0.21692590101720866,-2.6939675586317712e-06
0.21925670930789054,-2.6939675586317712e-06
0.22158751759857137,-2.6939675586317712e-06
0.22425129850220882,-2.6939675586317712e-06
0.22691507940584654,-2.6939675586317712e-06
0.22957886030948049,-2.6939675586317712e-06
0.23157669598720898,-2.6939675586317712e-06
0.23424047689084426,-2.6939675586317712e-06
0.23657128518152737,-2.6939675586317712e-06
0.23923506608516376,-2.6939675586317712e-06
0.24189884698879904,-2.6939675586317712e-06
0.24422965527948204,-2.6939675586317712e-06
0.2468934361831196,-2.6939675586317712e-06
0.24922424447379937,-2.6939675586317712e-06
0.25188802537743682,-2.6939675586317712e-06
0.25488477889402644,-2.6939675586317712e-06
0.25654964195880059,-2.6939675586317712e-06
0.25921342286243698,-2.6939675586317712e-06
0.26187720376607226,-2.6939675586317712e-06
0.26454098466970988,-2.6939675586317712e-06
0.26687179296039282,-2.6939675586317712e-06
0.26920260125107259,-2.6939675586317712e-06
0.27186638215471004,-2.6939675586317712e-06
0.27453016305834532,-2.6939675586317712e-06
0.27719394396198294,-2.6939675586317712e-06
0.27719394396198294,-2.6939675586317712e-06
0.27919177963970943,-2.6939675586317712e-06
0.28185556054334671,-2.6939675586317712e-06
0.28451934144698432,-2.6939675586317712e-06
